,name,lic_no,details_url,lic_type,lic_status,lic_exp_date,lic_sec_status,city,state,county,zipcode,depth,download_timeout,download_slot,download_latency,address,lic_issue_date,parcel_no
89,GOODMONS AUTO REPAIR,276033,/details/1310/ARD/276033/9f9ab5dc70de3567b25404f91c93f16a,Automotive Repair Dealer,Valid,"March 31, 2020",,FRESNO,California,FRESNO,93710,1,180.0,search.dca.ca.gov,0.8816413879394531,6638 N BLACKSTONE,,No APN MATCH
90,GOLD COUNTRY AUTOMOTIVE OF PENN VALLEY,265755,/details/1310/ARD/265755/9cca6f247922438443a28260905355c2,Automotive Repair Dealer,Valid,"July 31, 2020",,ROUGH AND READY,California,NEVADA,95975,1,180.0,search.dca.ca.gov,0.6741955280303955,17272 CATTLE DR,,No APN MATCH
91,"GOLD COUNTRY AUTO BODY & RV  REPAIR, INC",276933,/details/1310/ARD/276933/c5a49d74c9ed4594db3531a251a15532,Automotive Repair Dealer,Valid,"June 30, 2020",,VALLEY SPRINGS,California,CALAVERAS,95252,1,180.0,search.dca.ca.gov,0.27925562858581543,65 MAIN ST,,No APN MATCH
92,GOLD COAST TIRE CO INC,18923,/details/1310/ARD/18923/320cb04070539a951b748af6ce845296,Automotive Repair Dealer,Valid,"May 31, 2020",,LOS ANGELES,California,LOS ANGELES,90062,1,180.0,search.dca.ca.gov,0.14460492134094238,1471 W MARTIN LUTHER KING BLVD,,No APN MATCH
93,GOLD COUNTRY SERVICE CENTER,242546,/details/1310/ARD/242546/ea4869bfb261e3142cb94999fd857eb6,Automotive Repair Dealer,Valid,"November 30, 2020",,RANCHO CORDOVA,California,SACRAMENTO,95670,1,180.0,search.dca.ca.gov,1.0033144950866701,1940 ZINFANDEL DRIVE #G,,No APN MATCH
94,GOLD COAST TRUCK REPAIR,285564,/details/1310/ARD/285564/2697c29fae26ec1708444981e1924f1b,Automotive Repair Dealer,Valid,"December 31, 2020",,SUN VALLEY,California,LOS ANGELES,91352,1,180.0,search.dca.ca.gov,0.22041106224060056,8967 GLENOAKS BLVD,,No APN MATCH
95,GOLD COUNTRY AUTOMOTIVE INC,240062,/details/1310/ARD/240062/57b10f79e05a07e824d243a0cac7c627,Automotive Repair Dealer,Valid,"June 30, 2020",,GRASS VALLEY,California,NEVADA,95945,1,180.0,search.dca.ca.gov,0.8197958469390869,175 JOERSCHKE DR #J,,No APN MATCH
96,GOLD COAST CUSTOM INC,244841,/details/1310/ARD/244841/02fe1a531140878d1acb5cc256f8e199,Automotive Repair Dealer,Cancelled,"April 30, 2012",,VENTURA,California,VENTURA,93003,1,180.0,search.dca.ca.gov,0.1924846172332764,1570 CALLENS ROAD,,ERROR
97,GOLD COAST COLLISION,269870,/details/1310/ARD/269870/4a5b2e5bc340b2bffa9c375b2cabf049,Automotive Repair Dealer,Valid,"August 31, 2020",,SANTA MARIA,California,SANTA BARBARA,93454,1,180.0,search.dca.ca.gov,0.2014601230621338,1918 S. BROADWAY,,No APN MATCH
98,GOLD COAST TIRE,207135,/details/1310/ARD/207135/440f89249996c7f2262d4412e8c5adfa,Automotive Repair Dealer,Cancelled,"September 30, 2018",,OXNARD,California,VENTURA,93030,1,180.0,search.dca.ca.gov,0.3141617774963379,655 RICHMOND AVE,,No APN MATCH
99,GOLD COAST COLLISION BODY & PAINT,237768,/details/1310/ARD/237768/b0250f19328d701af1754a0f65b95a0f,Automotive Repair Dealer,Valid,"February 28, 2021",,SANTA MARIA,California,SANTA BARBARA,93458,1,180.0,search.dca.ca.gov,0.2792198657989502,1134 W COOK STREET,,No APN MATCH
100,GOLD COAST AUTO SALES,231252,/details/1310/ARD/231252/9f498acece1615efe4b18febdfd73bd5,Automotive Repair Dealer,Cancelled,"December 31, 2004",,SAN DIEGO,California,SAN DIEGO,92126,1,180.0,search.dca.ca.gov,0.15860509872436526,8684 MIRAMAR RD,,No APN MATCH
101,DAVID & SONS AUTO SERVICE,173065,/details/1310/ARD/173065/2b07edba90a9a30c177f962d8ceaf178,Automotive Repair Dealer,Valid,"June 30, 2020",,PITTSBURG,California,CONTRA COSTA,94565,1,180.0,search.dca.ca.gov,2.8254361152648926,560 WEST 10TH ST,,No APN MATCH
102,GOLD COUNTRY AUTO CLINIC,203477,/details/1310/ARD/203477/12da4c991b9047fd1320a985de747562,Automotive Repair Dealer,Valid,"February 28, 2021",,JACKSON,California,AMADOR,95642,1,180.0,search.dca.ca.gov,0.9833416938781738,705 HIGHWAY 49,,No APN MATCH
103,GO TO AUTO CARE,283453,/details/1310/ARD/283453/da16a976fbe8a2c660f8f62295dbaeec,Automotive Repair Dealer,Valid,"April 30, 2021",,SAN JOSE,California,SANTA CLARA,95111,1,180.0,search.dca.ca.gov,0.270277738571167,4236 MONTEREY HWY SUITE A,,No APN MATCH
104,GO TIRES AUTO REPAIR,158115,/details/1310/ARD/158115/6c1a7c0424538c7689cd8b48a7de7bb6,Automotive Repair Dealer,Valid,"January 31, 2021",,SACRAMENTO,California,SACRAMENTO,95820,1,180.0,search.dca.ca.gov,0.2842075824737549,4007 STOCKTON BLVD,,No APN MATCH
105,GOLD COAST ACURA,255205,/details/1310/ARD/255205/ea94d0c44af4536f2562250bd9eeddad,Automotive Repair Dealer,Cancelled,"February 29, 2016",,VENTURA,California,VENTURA,93003,1,180.0,search.dca.ca.gov,0.4507942199707031,3195 PERKIN AVE,,No APN MATCH
106,GO AUTO GLASS - 05429U2,295226,/details/1310/ARD/295226/6adfbad2058266aeadb24212d107d1c4,Automotive Repair Dealer,Valid,"August 31, 2020",,SACRAMENTO,California,SACRAMENTO,95824,1,180.0,search.dca.ca.gov,0.366023063659668,6521 38TH AVE,,No APN MATCH
107,GINTANI,276392,/details/1310/ARD/276392/806305d6637c8221bcf0b214584a6861,Automotive Repair Dealer,Valid,"April 30, 2020",,VAN NUYS,California,LOS ANGELES,91401,1,180.0,search.dca.ca.gov,0.2174210548400879,14212 OXNARD ST.,,No APN MATCH
108,"GISH AUTOMOTIVE REPAIR, INC",293303,/details/1310/ARD/293303/861a3f117be2c4d9111a434bb24f87a6,Automotive Repair Dealer,Valid,"January 31, 2021",,MAYWOOD,California,LOS ANGELES,90270,1,180.0,search.dca.ca.gov,0.3909533023834229,4936 E. SLAUSON AVE,,No APN MATCH
109,GIO'S AUTOMOTIVE,266401,/details/1310/ARD/266401/8e0c45f8a1846aff9e8ba805b0445dd4,Automotive Repair Dealer,Cancelled,"August 31, 2016",,SANTA CLARITA,California,LOS ANGELES,91350,1,180.0,search.dca.ca.gov,0.38100433349609375,26502 RUETHER AVE SUITE 502,,No APN MATCH
110,GILS MOBIL AUTO REPAIR TOWING,219195,/details/1310/ARD/219195/86d8cd29b1eb5f4915ebe605a9093e27,Automotive Repair Dealer,Cancelled,"November 30, 2014",,SANTA MARIA,California,SANTA BARBARA,93454,1,180.0,search.dca.ca.gov,0.3201413154602051,117 W MILL ST,,No APN MATCH
111,GIBSONS GARAGE,243004,/details/1310/ARD/243004/359fa3869d7b356afb9fb29ab88743d1,Automotive Repair Dealer,Valid,"December 31, 2020",,BODFISH,California,KERN,93205,1,180.0,search.dca.ca.gov,0.2842392921447754,4113 LAKE ISABELLA BLVD,,No APN MATCH
112,GERMAN STAR MOTORS,178630,/details/1310/ARD/178630/b1453b79f8aa2161586519f928e924b2,Automotive Repair Dealer,Cancelled,"May 31, 2013",,SACRAMENTO,California,SACRAMENTO,95833,1,180.0,search.dca.ca.gov,0.12965130805969238,561 HAGGIN AVE UNIT C,,No APN MATCH
113,GIL CARBURATORS,223226,/details/1310/ARD/223226/e481b64ee6f3f21ad8dca1ec7ce8f9cb,Automotive Repair Dealer,Valid,"August 31, 2020",,NORTH HOLLYWOOD,California,LOS ANGELES,91606,1,180.0,search.dca.ca.gov,0.41289854049682617,6730 TUJUNGA AVENUE,,No APN MATCH
114,GIBSON'S GARAGE,281593,/details/1310/ARD/281593/77232fb8b4529b44adeb9c389105ece3,Automotive Repair Dealer,Valid,"September 30, 2020",,SUTTER CREEK,California,AMADOR,95685,1,180.0,search.dca.ca.gov,0.3500938415527344,502 HIGHWAY 49 SUITE 4,,No APN MATCH
115,GET TIRES INC,280727,/details/1310/ARD/280727/67a6db43790e31779442d181d752b4ed,Automotive Repair Dealer,Valid,"July 31, 2020",,LANCASTER,California,LOS ANGELES,93535,1,180.0,search.dca.ca.gov,0.31316351890563965,115 EAST AVE L-4,,No APN MATCH
116,GOLD COAST ACURA,280380,/details/1310/ARD/280380/725e35a670bfea9027ef0d8945bb674e,Automotive Repair Dealer,Valid,"May 31, 2020",,VENTURA,California,VENTURA,93003,1,180.0,search.dca.ca.gov,1.1159830093383791,3195 PERKIN AVE,,No APN MATCH
117,GEORGIES GARAGE,256852,/details/1310/ARD/256852/c833b6aaeaafa6bebd765a194baa59e9,Automotive Repair Dealer,Valid,"November 30, 2020",,FULLERTON,California,ORANGE,92831,1,180.0,search.dca.ca.gov,0.19049549102783206,1301 E ORANGE THORPE AVE UNIT Y,,No APN MATCH
118,GEORGES GERMAN AUTO REPAIR,272643,/details/1310/ARD/272643/d79191398a9e886fffcdb62ed0be23d0,Automotive Repair Dealer,Cancelled,"April 30, 2016",,RESEDA,California,LOS ANGELES,91335,1,180.0,search.dca.ca.gov,0.14062094688415527,7009 RESEDA BLVD,,No APN MATCH
119,GOOD GUYS BIODIESEL,258498,/details/1310/ARD/258498/4883ecf3796fdd332074469e88e0fcf6,Automotive Repair Dealer,Cancelled,"June 30, 2012",,SANTA CRUZ,California,SANTA CRUZ,95062,1,180.0,search.dca.ca.gov,2.614014148712158,1191 WATER STREET,,No APN MATCH
120,GERMAN STAR MOTOR,269025,/details/1310/ARD/269025/92ffea1fe7c8e4f743b12be2c34003da,Automotive Repair Dealer,Valid,"May 31, 2020",,SACRAMENTO,California,SACRAMENTO,95833,1,180.0,search.dca.ca.gov,0.33710145950317383,561 HAGGIN AVE,,No APN MATCH
121,GEOVANNIS AUTO BODY,279529,/details/1310/ARD/279529/a6c3529efa39796f8abebdebd5edd445,Automotive Repair Dealer,Delinquent,"March 31, 2018",,VAN NUYS,California,LOS ANGELES,91411,1,180.0,search.dca.ca.gov,0.2971885204315185,14637 BESSEMER ST UNIT C,,No APN MATCH
122,GEORGES TRANSMISSIONS,232473,/details/1310/ARD/232473/bca6c1081eca73c64cf6645c0744a59f,Automotive Repair Dealer,Valid,"March 31, 2020",,COMPTON,California,LOS ANGELES,90221,1,180.0,search.dca.ca.gov,0.3400897979736328,840 E COMPTON BLVD,,No APN MATCH
123,GEORGES GERMAN AUTO REPAIR,194635,/details/1310/ARD/194635/99f494e2d5a9b1d0121f3cf5cddbc448,Automotive Repair Dealer,Cancelled,"May 31, 2013",,RESEDA,California,LOS ANGELES,91335,1,180.0,search.dca.ca.gov,0.2293884754180908,7009 RESEDA BLVD #A,,No APN MATCH
124,GARY L CRABB CHEVRON,3650,/details/1310/ARD/3650/788058757745760909b78c8149e706ad,Automotive Repair Dealer,Cancelled,"January 31, 2005",,SEASIDE,California,MONTEREY,93955,1,180.0,search.dca.ca.gov,0.1595783233642578,1601 FREMONT BLVD,,No APN MATCH
125,GEORGES GARAGE,181867,/details/1310/ARD/181867/747c6835a9e472f694a8fa1fb20e639c,Automotive Repair Dealer,Valid,"January 31, 2021",,SAN DIEGO,California,SAN DIEGO,92105,1,180.0,search.dca.ca.gov,0.2682807445526123,2281 FAIRMOUNT AVE STE B,,No APN MATCH
126,GARIBALDI TRANSMISSION,272713,/details/1310/ARD/272713/5eaccc64f6ef67e19ab6df1c026e7236,Automotive Repair Dealer,Cancelled,"April 30, 2014",,SAN JOSE,California,SANTA CLARA,95112,1,180.0,search.dca.ca.gov,0.16554975509643555,820 13TH ST D,,No APN MATCH
127,GARYS ECONO LUBE & TUNE #117,168346,/details/1310/ARD/168346/132bf90d0442bbdf042fa2ec67aa0b1c,Automotive Repair Dealer,Revoked,"August 31, 1996",,BAKERSFIELD,California,KERN,93306,1,180.0,search.dca.ca.gov,0.2782554626464844,2677 MOUNT VERNON,,No APN MATCH
128,GARCIAS WHEELS & TIRES  (Previous Name),293266,/details/1310/ARD/293266/e68cec44bcdf9f932a7af4e344cb1ac0,Automotive Repair Dealer,Delinquent,"January 31, 2020",,LA PUENTE,California,LOS ANGELES,91746,1,180.0,search.dca.ca.gov,0.21321988105773929,13707 AMAR RD,,No APN MATCH
129,GARCIAS WHEEL TIRES,222353,/details/1310/ARD/222353/db549f919f29fbf8004208e7c5cb7947,Automotive Repair Dealer,Valid,"June 30, 2020",,SOUTH GATE,California,LOS ANGELES,90280,1,180.0,search.dca.ca.gov,0.2780120372772217,9212-9412 LONG BEACH BLVD,,ERROR
130,GARCIAS WHEELS & TIRES  (Previous Name),293265,/details/1310/ARD/293265/99b015c2621eb18794469585ae7e06da,Automotive Repair Dealer,Delinquent,"January 31, 2020",,LA PUENTE,California,LOS ANGELES,91746,1,180.0,search.dca.ca.gov,0.2759826183319092,13707 AMAR RD,,No APN MATCH
131,GOLD COUNTRY MUFFLER,251761,/details/1310/ARD/251761/11123946ea261ba1d8ceb89d996496a3,Automotive Repair Dealer,Valid,"August 31, 2020",,GRASS VALLEY,California,NEVADA,95945,1,180.0,search.dca.ca.gov,2.9179699420928955,120 JOERSCHKE DR #3,,No APN MATCH
132,GARCIAS DIESEL REPAIR,276339,/details/1310/ARD/276339/6a1795a271794abd13bcf36e5929c4f5,Automotive Repair Dealer,Cancelled,"April 30, 2016",,WILMINGTON,California,LOS ANGELES,90744,1,180.0,search.dca.ca.gov,0.2792532444000244,2312 E. I ST,,ERROR
133,GARCIA'S WHEELS & TIRES,289811,/details/1310/ARD/289811/0fc36f34a61c04341537845c80f1c3c9,Automotive Repair Dealer,Valid,"March 31, 2021",,BALDWIN PARK,California,LOS ANGELES,91706,1,180.0,search.dca.ca.gov,0.3151843547821045,14312 ARROW HWY,,No APN MATCH
134,GANAS AUTO,295652,/details/1310/ARD/295652/787f46ad9d193a8aa7ca0f5d3da33564,Automotive Repair Dealer,Valid,"October 31, 2020",,SAN FERNANDO,California,LOS ANGELES,91732,1,180.0,search.dca.ca.gov,0.3251321315765381,603 SAN FERNANDO RD.,,No APN MATCH
135,GALLEGOS AUTO REPAIR,286482,/details/1310/ARD/286482/162a5d6a21a79e35f528c0a1b574d370,Automotive Repair Dealer,Delinquent,"April 30, 2019",,HESPERIA,California,SAN BERNARDINO,92345,1,180.0,search.dca.ca.gov,0.22539758682250974,11114 G AVE. STE 4,,No APN MATCH
136,GENESEE AUTO  (Previous Name),158435,/details/1310/ARD/158435/b408451ba1c586ec91687625f88e976e,Automotive Repair Dealer,Valid,"February 28, 2021",,SAN DIEGO,California,SAN DIEGO,92117,1,180.0,search.dca.ca.gov,0.957202672958374,7515 CLAIREMONT MESA BLVD #B,,No APN MATCH
137,GAREY AUTO REPAIR & TIRE CENTER,252255,/details/1310/ARD/252255/acdc71ae9e669e40b05486adf5baa0c0,Automotive Repair Dealer,Valid,"September 30, 2020",,POMONA,California,LOS ANGELES,91767,1,180.0,search.dca.ca.gov,0.902341604232788,2580 N GAREY AVE,,No APN MATCH
138,GARDENA NISSAN INC,5163,/details/1310/ARD/5163/4e0ab748e11f2a998b23b92359581a0d,Automotive Repair Dealer,Valid,"February 29, 2020",,GARDENA,California,LOS ANGELES,90247,1,180.0,search.dca.ca.gov,0.8903939723968506,1670 W REDONDO BEACH BLVD,,No APN MATCH
139,G.FERN AUTO BODY AND PAINT  (Previous Name),262580,/details/1310/ARD/262580/3a4ef1307ec4a4d696f56fc62f3cef5b,Automotive Repair Dealer,Valid,"June 30, 2020",,UKIAH,California,MENDOCINO,95482,1,180.0,search.dca.ca.gov,0.24132776260375974,1125 S STATE ST,,No APN MATCH
140,G T INTERNATIONAL MOTORS LTD,55275,/details/1310/ARD/55275/b16f56d7059de028947fbf072516a881,Automotive Repair Dealer,Cancelled,"September 30, 2018",,WEST LOS ANGELES,California,LOS ANGELES,90064,1,180.0,search.dca.ca.gov,0.2742617130279541,2221 COLBY AVE,,No APN MATCH
141,G&E AUTO GLASS - 59721H2,296404,/details/1310/ARD/296404/c682cc3e77e1a5d8c92bd8a951861f1e,Automotive Repair Dealer,Valid,"January 31, 2021",,SACRAMENTO,California,SACRAMENTO,95827,1,180.0,search.dca.ca.gov,0.4009265899658203,3530 DAVELAR CT,,No APN MATCH
142,G S TUNING,257173,/details/1310/ARD/257173/ccb187b6933910e8de03e8e2f31d0be5,Automotive Repair Dealer,Valid,"January 31, 2021",,SANTA ROSA,California,SONOMA,95404,1,180.0,search.dca.ca.gov,0.26728224754333496,955 SANTA ROSA AVE,,No APN MATCH
143,G P TIRES AND MUFFLERS,265151,/details/1310/ARD/265151/93ae13c78d9c960d870fd8ec9e6c9fe7,Automotive Repair Dealer,Delinquent,"May 31, 2018",,SANTA ANA,California,ORANGE,92701,1,180.0,search.dca.ca.gov,0.267287015914917,1203 E 3RD,,No APN MATCH
144,G & R AUTOMOTIVE INC,252310,/details/1310/ARD/252310/ddc6be49703f0e89951f730e7f63b037,Automotive Repair Dealer,Valid,"September 30, 2020",,DAVIS,California,YOLO,95616,1,180.0,search.dca.ca.gov,0.165557861328125,800 OLIVE DR,,No APN MATCH
145,G&A AUTO GLASS INC,288323,/details/1310/ARD/288323/5947fda4b8db1c4ecc70731ed61b50e1,Automotive Repair Dealer,Delinquent,"August 31, 2019",,SUN VALLEY,California,LOS ANGELES,91352,1,180.0,search.dca.ca.gov,0.5076117515563965,11052 TUXFORD STREET,,No APN MATCH
146,GANAS AUTO,279149,/details/1310/ARD/279149/8e6c75ac4822e9dec2326e57d6617807,Automotive Repair Dealer,Valid,"February 28, 2021",,EL MONTE,California,LOS ANGELES,91732,1,180.0,search.dca.ca.gov,0.8926253318786621,11705 VALLEY BLVD,,No APN MATCH
147,G & R AUTO REPAIR & BODY,218921,/details/1310/ARD/218921/85691c6165f4fff0caf3e4db8210d48b,Automotive Repair Dealer,Valid,"November 30, 2020",,NORTH HOLLYWOOD,California,LOS ANGELES,91604,1,180.0,search.dca.ca.gov,0.2104361057281494,11044 BURBANK BLVD UNIT B,,No APN MATCH
148,G & R AUTO REPAIR,263511,/details/1310/ARD/263511/d1e906da7934365ca3d1e63333d5b3ae,Automotive Repair Dealer,Cancelled,"October 31, 2012",,PINE GROVE,California,AMADOR,95665,1,180.0,search.dca.ca.gov,0.2014598846435547,19605 BERRY ST BLDG A SPC B,,No APN MATCH
149,G & R AUTO REPAIR,259727,/details/1310/ARD/259727/f41a53498cf218884d99be1262b1d1a1,Automotive Repair Dealer,Revoked,"September 30, 2016",,BURBANK,California,LOS ANGELES,91505,1,180.0,search.dca.ca.gov,0.19647455215454104,3512 WEST BURBANK BLVD,,No APN MATCH
150,G & R AUTO & TRUCK REPAIR,195492,/details/1310/ARD/195492/47cc36a806b00b933c4754dc8028daa0,Automotive Repair Dealer,Valid,"July 31, 2020",,ESCONDIDO,California,SAN DIEGO,92029,1,180.0,search.dca.ca.gov,0.2323751449584961,1335 SIMPSON WAY,,No APN MATCH
151,G & G TRANSMISSIONS,284157,/details/1310/ARD/284157/cb0aa9e2cf5626333c3f2a09e5ac34bc,Automotive Repair Dealer,Valid,"July 31, 2020",,RIVERSIDE,California,RIVERSIDE,92501,1,180.0,search.dca.ca.gov,0.22140002250671387,1253 W. LA CADENA DR,,No APN MATCH
152,G & G TRANSMISSIONS,276910,/details/1310/ARD/276910/b8086316d5a1d6f04808e69b6146c172,Automotive Repair Dealer,Cancelled,"June 30, 2019",,SAN BERNARDINO,California,SAN BERNARDINO,92410,1,180.0,search.dca.ca.gov,0.2981877326965332,606 W BASELINE STREET,,No APN MATCH
153,FZ GARAGE - MOBILE MECHANIC WORKSHOP,285488,/details/1310/ARD/285488/05bc830417b0fb64c5d792300150a606,Automotive Repair Dealer,Delinquent,"December 31, 2019",,FULLERTON,California,ORANGE,92832,1,180.0,search.dca.ca.gov,0.33513784408569336,321 S HIGHLAND AVE,,No APN MATCH
154,FSL MOBILE AUTO REPAIR  (Previous Name),295067,/details/1310/ARD/295067/e2ac3a25e3af17b7886379864dc31026,Automotive Repair Dealer,Valid,"August 31, 2020",,MURRIETA,California,RIVERSIDE,92563,1,180.0,search.dca.ca.gov,0.23739147186279294,37910 SPYGLASS CIR,,No APN MATCH
155,FRESNO INFINITI,220755,/details/1310/ARD/220755/8c744019925fdb92f0873768004b1755,Automotive Repair Dealer,Valid,"March 31, 2021",,FRESNO,California,FRESNO,93704,1,180.0,search.dca.ca.gov,0.2602694034576416,711 WEST PALMDON DR,,No APN MATCH
156,FREDS TIRE MAN,156468,/details/1310/ARD/156468/34ecf774f3e2f5e8e1463f0fd41be9b8,Automotive Repair Dealer,Valid,"October 31, 2020",,OAK VIEW,California,VENTURA,93022,1,180.0,search.dca.ca.gov,0.20046353340148929,545 N VENTURA AVE,,No APN MATCH
157,G & R AUTOMOTIVE,170863,/details/1310/ARD/170863/729b783abbaf5594765143df50aa5b8a,Automotive Repair Dealer,Revoked,"February 28, 1995",,LOS ANGELES,California,LOS ANGELES,90063,1,180.0,search.dca.ca.gov,1.150923252105713,3085 EAST 4TH ST #A,,No APN MATCH
158,FREDS TIRE AND AUTOMTOIVE,244980,/details/1310/ARD/244980/7e055ba145b87b7586670fbcef87f6ec,Automotive Repair Dealer,Valid,"April 30, 2020",,YUCCA VALLEY,California,SAN BERNARDINO,92284,1,180.0,search.dca.ca.gov,0.26230502128601074,55666 YUCCA TRAIL # D,,No APN MATCH
159,GEORGE'S GERMAN AUTO REPAIR,281627,/details/1310/ARD/281627/9b29153688a027c6d0e005a337e66728,Automotive Repair Dealer,Valid,"September 30, 2020",,RESEDA,California,LOS ANGELES,91335,1,180.0,search.dca.ca.gov,2.635670661926269,7009 RESEDA BLVD,,No APN MATCH
160,FRANKS RADIATOR,136991,/details/1310/ARD/136991/255ce87abc19d0d16719aa53f4f59e75,Automotive Repair Dealer,Valid,"January 31, 2021",,HUNTINGTON BEACH,California,ORANGE,92648,1,180.0,search.dca.ca.gov,0.2313771247863769,18361 BEACH BLVD,,No APN MATCH
161,FRESNO SMOG REPAIR,199331,/details/1310/ARD/199331/cdff42186acf59efbbd28f26b9c09eaa,Automotive Repair Dealer,Valid,"April 30, 2020",,FRESNO,California,FRESNO,93702,1,180.0,search.dca.ca.gov,1.1539113521575928,4754 E BELMONT AVE,,No APN MATCH
162,FRES NO SMOG,283915,/details/1310/ARD/283915/43c6a96f9007f5414d80460c4409950d,Automotive Repair Dealer,Delinquent,"June 30, 2017",,FRESNO,California,FRESNO,93727,1,180.0,search.dca.ca.gov,0.9185454845428468,3795 N CLOVIS AVE #F,,No APN MATCH
163,FREDDIES DOMESTIC & IMPORT AUTO,232503,/details/1310/ARD/232503/13a07b2feb4a9b8e6c65db8077dd870a,Automotive Repair Dealer,Valid,"March 31, 2021",,POWAY,California,SAN DIEGO,92064,1,180.0,search.dca.ca.gov,0.4308488368988037,13919 POWAY RD SUITE D,,No APN MATCH
164,FREEKS GARAGE INC,2262,/details/1310/ARD/2262/7f9ce0dea2442c9b7d05f9c689b44eb6,Automotive Repair Dealer,Cancelled,"January 31, 2015",,FULLERTON,California,ORANGE,92832,1,180.0,search.dca.ca.gov,0.9095399379730223,321 S HIGHLAND AVE,,No APN MATCH
165,FORD AUTO BODY,241316,/details/1310/ARD/241316/95e454ac4d3e8e13828ee12d596fd814,Automotive Repair Dealer,Valid,"August 31, 2020",,VAN NUYS,California,LOS ANGELES,91405,1,180.0,search.dca.ca.gov,0.20046091079711914,7857 SEPULVEDA BLVD,,No APN MATCH
166,FONSECA'S AUTO SHOP,267425,/details/1310/ARD/267425/e1910666b7373ca1ef6b38ec2e2a60e4,Automotive Repair Dealer,Delinquent,"December 31, 2019",,CALEXICO,California,IMPERIAL,92231,1,180.0,search.dca.ca.gov,0.2234294414520264,1309 ESTRADA BLVD.,,No APN MATCH
167,"FLEET SERVICE SPECIALISTS, LLC",267268,/details/1310/ARD/267268/ed366c59c8b99974b992061dd3119d46,Automotive Repair Dealer,Valid,"November 30, 2020",,POMONA,California,LOS ANGELES,91766,1,180.0,search.dca.ca.gov,0.19447970390319824,3770 E GRAND AVE,,No APN MATCH
168,FONSECAS AUTO REPAIR,267027,/details/1310/ARD/267027/900e858774e07711140a47b207d59c13,Automotive Repair Dealer,Cancelled,"November 30, 2014",,SAN DIEGO,California,SAN DIEGO,92154,1,180.0,search.dca.ca.gov,0.3321101665496826,1080 C OTAY VALLEY RD,,No APN MATCH
169,FONSECAS AUTO REPAIR  (Previous Name),257705,/details/1310/ARD/257705/27c421c93e697100172b74727c0810d2,Automotive Repair Dealer,Valid,"March 31, 2020",,SAN DIEGO,California,SAN DIEGO,92154,1,180.0,search.dca.ca.gov,0.3660268783569336,1252 OTAY VALLEY RD,,No APN MATCH
170,FLEET SERVICE,285499,/details/1310/ARD/285499/f6ed0bb3924a3078682fc49371d32c38,Automotive Repair Dealer,Delinquent,"December 31, 2017",,VALLEJO,California,SOLANO,94590,1,180.0,search.dca.ca.gov,0.16655588150024414,1361 LEMON ST,,No APN MATCH
171,FLEET SERVICE,269622,/details/1310/ARD/269622/8ea976901c26bb0ecf28a7398ad30be4,Automotive Repair Dealer,Valid,"July 31, 2020",,EL CAJON,California,SAN DIEGO,92021,1,180.0,search.dca.ca.gov,0.25531721115112305,9735 SILVA RD,,No APN MATCH
172,FLEET AUTO BODY & PAINT,290245,/details/1310/ARD/290245/92f31e46aeab5c0a6832a4df666f0474,Automotive Repair Dealer,Valid,"April 30, 2020",,BAKERSFIELD,California,KERN,93308,1,180.0,search.dca.ca.gov,0.2493321895599365,2915 GIBSON ST,,No APN MATCH
173,FIRST PLACE AUTO REPAIR AND MUFFLER,273079,/details/1310/ARD/273079/d5dbae603cd7e9fdaef10592a22c8e20,Automotive Repair Dealer,Valid,"May 31, 2020",,MURRIETA,California,RIVERSIDE,92562,1,180.0,search.dca.ca.gov,0.18151593208312988,26871 HOBIE CIR STE B1,,No APN MATCH
