APN,APN_SORT,YearBuilt,SitusStreetNumber,SitusStreetName,SitusUnit,SitusCity,SitusZip,SitusAddress,MailingAddress,line_1,line_2,city,state,postal
19-87-10,019 008701000,1921,2646,E 9TH ST,,OAKLAND,94601,2646 E 9TH ST OAKLAND 94601,1529 17TH AVE OAKLAND CA 94606,2646 E 9TH ST,,OAKLAND,CA,94601
19-87-9,019 008700900,1895,915,27TH AVE,,OAKLAND,94601,915 27TH AVE OAKLAND 94601,2714 E 10TH ST OAKLAND CA 94601,915 27TH AVE,,OAKLAND,CA,94601
19-86-3,019 008600300,1935,2709,E 10TH ST,,OAKLAND,94601,2709 E 10TH ST OAKLAND 94601,2709 E 10TH ST OAKLAND CA 94601,2709 E 10TH ST,,OAKLAND,CA,94601
19-86-9,019 008600900,1912,2745,E 10TH ST,,OAKLAND,94601,2745 E 10TH ST OAKLAND 94601,2745 E 10TH ST OAKLAND CA 94601,2745 E 10TH ST,,OAKLAND,CA,94601
19-86-17,019 008601700,1959,2720,E 9TH ST,,OAKLAND,94601,2720 E 9TH ST OAKLAND 94601,2040 E 15TH ST OAKLAND CA 94606,2720 E 9TH ST,,OAKLAND,CA,94601
19-86-4,019 008600400,1896,2715,E 10TH ST,,OAKLAND,94601,2715 E 10TH ST OAKLAND 94601,2715 E 10TH ST OAKLAND CA 94601,2715 E 10TH ST,,OAKLAND,CA,94601
19-86-2,019 008600200,1915,2705,E 10TH ST,,OAKLAND,94601,2705 E 10TH ST OAKLAND 94601,2705 E 10TH ST OAKLAND CA 94601,2705 E 10TH ST,,OAKLAND,CA,94601
19-86-10,019 008601000,1912,2749,E 10TH ST,,OAKLAND,94601,2749 E 10TH ST OAKLAND 94601,2708 E 10TH ST OAKLAND CA 94601,2749 E 10TH ST,,OAKLAND,CA,94601
19-86-11,019 008601100,1912,2752,E 9TH ST,,OAKLAND,94601,2752 E 9TH ST OAKLAND 94601,2752 E 9TH ST OAKLAND CA 94601,2752 E 9TH ST,,OAKLAND,CA,94601
19-86-1,019 008600100,1910,2701,E 10TH ST,,OAKLAND,94601,2701 E 10TH ST OAKLAND 94601,2701 E 10TH ST OAKLAND CA 94601,2701 E 10TH ST,,OAKLAND,CA,94601
19-86-18,019 008601800,1905,2712,E 9TH ST,,OAKLAND,94601,2712 E 9TH ST OAKLAND 94601,1124 GARFIELD AVE ALBANY CA 94706,2712 E 9TH ST,,OAKLAND,CA,94601
19-86-7,019 008600700,1903,2733,E 10TH ST,,OAKLAND,94601,2733 E 10TH ST OAKLAND 94601,2733 E 10TH ST OAKLAND CA 94601,2733 E 10TH ST,,OAKLAND,CA,94601
19-86-14-1,019 008601401,1906,2744,E 9TH ST,,OAKLAND,94601,2744 E 9TH ST OAKLAND 94601,2744 E 9TH ST OAKLAND CA 94601,2744 E 9TH ST,,OAKLAND,CA,94601
19-86-16,019 008601600,1900,2722,E 9TH ST,,OAKLAND,94601,2722 E 9TH ST OAKLAND 94601,2722 E 9TH ST OAKLAND CA 94601,2722 E 9TH ST,,OAKLAND,CA,94601
19-86-12,019 008601200,1902,2748,E 9TH ST,,OAKLAND,94601,2748 E 9TH ST OAKLAND 94601,3944 EDGEMOOR PL OAKLAND CA 94605,2748 E 9TH ST,,OAKLAND,CA,94601
19-86-15,019 008601500,1906,2734,E 9TH ST,,OAKLAND,94601,2734 E 9TH ST OAKLAND 94601,3291 SYCAMORE PL CARMEL CA 93923,2734 E 9TH ST,,OAKLAND,CA,94601
19-86-6,019 008600600,1900,2725,E 10TH ST,,OAKLAND,94601,2725 E 10TH ST OAKLAND 94601,2725 E 10TH ST OAKLAND CA 94601,2725 E 10TH ST,,OAKLAND,CA,94601
19-86-5,019 008600500,1902,2721,E 10TH ST,,OAKLAND,94601,2721 E 10TH ST OAKLAND 94601,2721 E 10TH ST OAKLAND CA 94601,2721 E 10TH ST,,OAKLAND,CA,94601
19-86-8,019 008600800,1904,2737,E 10TH ST,,OAKLAND,94601,2737 E 10TH ST OAKLAND 94601,1500 48TH AVE OAKLAND CA 94601,2737 E 10TH ST,,OAKLAND,CA,94601
19-85-20-1,019 008502001,1915,2861,E 10TH ST,,OAKLAND,94601,2861 E 10TH ST OAKLAND 94601,2861 E 10TH ST OAKLAND CA 94601,2861 E 10TH ST,,OAKLAND,CA,94601
19-85-20-1,019 008502001,1915,2861,E 10TH ST,,OAKLAND,94601,2861 E 10TH ST OAKLAND 94601,2861 E 10TH ST OAKLAND CA 94601,2861 E 10TH ST,,OAKLAND,CA,94601
19-85-22,019 008502200,1900,2878,E 9TH ST,,OAKLAND,94601,2878 E 9TH ST OAKLAND 94601,2878 E 9TH ST OAKLAND CA 94601,2878 E 9TH ST,,OAKLAND,CA,94601
19-85-22,019 008502200,1900,2878,E 9TH ST,,OAKLAND,94601,2878 E 9TH ST OAKLAND 94601,2878 E 9TH ST OAKLAND CA 94601,2878 E 9TH ST,,OAKLAND,CA,94601
19-85-24-1,019 008502401,1900,2866,E 9TH ST,,OAKLAND,94601,2866 E 9TH ST OAKLAND 94601,2866 E 9TH ST OAKLAND CA 94601,2866 E 9TH ST,,OAKLAND,CA,94601
19-85-9,019 008500900,1921,2808,E 9TH ST,,OAKLAND,94601,2808 E 9TH ST OAKLAND 94601,2808 E 9TH ST OAKLAND CA 94601,2808 E 9TH ST,,OAKLAND,CA,94601
19-85-5,019 008500500,1906,2830,E 9TH ST,,OAKLAND,94601,2830 E 9TH ST OAKLAND 94601,2830 E 9TH ST OAKLAND CA 94601,2830 E 9TH ST,,OAKLAND,CA,94601
19-85-11,019 008501100,1896,2801,E 10TH ST,,OAKLAND,94601,2801 E 10TH ST OAKLAND 94601,2801 E 10TH ST OAKLAND CA 94601,2801 E 10TH ST,,OAKLAND,CA,94601
19-85-10,019 008501000,1906,2804,E 9TH ST,,OAKLAND,94601,2804 E 9TH ST OAKLAND 94601,2801 E 10TH ST OAKLAND CA 94601,2804 E 9TH ST,,OAKLAND,CA,94601
19-85-4,019 008500400,1910,2836,E 9TH ST,,OAKLAND,94601,2836 E 9TH ST OAKLAND 94601,2836 E 9TH ST OAKLAND CA 94601,2836 E 9TH ST,,OAKLAND,CA,94601
19-85-12-2,019 008501202,1910,2811,E 10TH ST,,OAKLAND,94601,2811 E 10TH ST OAKLAND 94601,135 PALM AVE SAN CARLOS CA 94070,2811 E 10TH ST,,OAKLAND,CA,94601
19-85-3-1,019 008500301,1900,2844,E 9TH ST,,OAKLAND,94601,2844 E 9TH ST OAKLAND 94601,32154 ALVARADO BLVD UNION CITY CA 94587,2844 E 9TH ST,,OAKLAND,CA,94601
19-85-18-1,019 008501801,1904,2855,E 10TH ST,,OAKLAND,94601,2855 E 10TH ST OAKLAND 94601,7172 REGIONAL ST 299 DUBLIN CA 94568,2855 E 10TH ST,,OAKLAND,CA,94601
19-85-23,019 008502300,1905,2872,E 9TH ST,,OAKLAND,94601,2872 E 9TH ST OAKLAND 94601,2872 E 9TH ST OAKLAND CA 94601,2872 E 9TH ST,,OAKLAND,CA,94601
19-85-15,019 008501500,1905,2829,E 10TH ST,,OAKLAND,94601,2829 E 10TH ST OAKLAND 94601,348 FREMONT PEAK DR BRENTWOOD CA 94513,2829 E 10TH ST,,OAKLAND,CA,94601
19-85-14,019 008501400,0,2823,E 10TH ST,,OAKLAND,94601,2823 E 10TH ST OAKLAND 94601,952 CHENAULT WAY HAYWARD CA 94541,2823 E 10TH ST,,OAKLAND,CA,94601
19-85-16,019 008501600,1904,2835,E 10TH ST,,OAKLAND,94601,2835 E 10TH ST OAKLAND 94601,2835 E 10TH ST OAKLAND CA 94601,2835 E 10TH ST,,OAKLAND,CA,94601
19-85-7,019 008500700,0,2800,E 9TH ST,,OAKLAND,94601,2800 E 9TH ST OAKLAND 94601,378 JACK LONDON AVE ALAMEDA CA 94501,2800 E 9TH ST,,OAKLAND,CA,94601
19-85-6,019 008500600,1912,2824,E 9TH ST,,OAKLAND,94601,2824 E 9TH ST OAKLAND 94601,378 JACK LONDON AVE ALAMEDA CA 94501,2824 E 9TH ST,,OAKLAND,CA,94601
19-85-12-3,019 008501203,1925,2815,E 10TH ST,,OAKLAND,94601,2815 E 10TH ST OAKLAND 94601,135 PALM AVE SAN CARLOS CA 94070,2815 E 10TH ST,,OAKLAND,CA,94601
19-85-1-1,019 008500101,1903,2845,E 10TH ST,,OAKLAND,94601,2845 E 10TH ST OAKLAND 94601,2845 E 10TH ST OAKLAND CA 94601,2845 E 10TH ST,,OAKLAND,CA,94601
19-85-17,019 008501700,1912,2841,E 10TH ST,,OAKLAND,94601,2841 E 10TH ST OAKLAND 94601,2835 E 10TH ST OAKLAND CA 94601,2841 E 10TH ST,,OAKLAND,CA,94601
19-84-39,019 008404100,2008,2809,E 9TH ST,2809,OAKLAND,94601,2809 E 9TH ST  2809 OAKLAND 94601,2807 MACARTHUR BLVD OAKLAND CA 94602,2809 E 9TH ST,,OAKLAND,CA,94601
19-84-40,019 008404100,2008,2809,E 9TH ST,2811,OAKLAND,94601,2809 E 9TH ST  2811 OAKLAND 94601,2807 MACARTHUR BLVD OAKLAND CA 94602,2809 E 9TH ST,,OAKLAND,CA,94601
19-84-36,019 008403600,1922,832,LISBON AVE,,OAKLAND,94601,832 LISBON AVE OAKLAND 94601,348 FREMONT PEAK DR BRENTWOOD CA 94513,832 LISBON AVE,,OAKLAND,CA,94601
19-84-4,019 008400400,1908,2815,E 9TH ST,,OAKLAND,94601,2815 E 9TH ST OAKLAND 94601,2815 E 9TH ST OAKLAND CA 94601,2815 E 9TH ST,,OAKLAND,CA,94601
19-84-28,019 008402800,1907,2859,E 9TH ST,,OAKLAND,94601,2859 E 9TH ST OAKLAND 94601,3128 G ST ANTIOCH CA 94509,2859 E 9TH ST,,OAKLAND,CA,94601
19-84-21-1,019 008402101,0,812,LISBON AVE,,OAKLAND,94601,812 LISBON AVE OAKLAND 94601,487 A ST HAYWARD CA 94541,812 LISBON AVE,,OAKLAND,CA,94601
19-84-5,019 008400500,1908,2819,E 9TH ST,,OAKLAND,94601,2819 E 9TH ST OAKLAND 94601,826 LISBON AVE OAKLAND CA 94601,2819 E 9TH ST,,OAKLAND,CA,94601
19-84-14,019 008401400,1908,821,PORTWOOD AVE,,OAKLAND,94601,821 PORTWOOD AVE OAKLAND 94601,821 PORTWOOD AVE OAKLAND CA 94601,821 PORTWOOD AVE,,OAKLAND,CA,94601
19-84-2,019 008400200,1900,2805,E 9TH ST,,OAKLAND,94601,2805 E 9TH ST OAKLAND 94601,2628 OTIS DR ALAMEDA CA 94501,2805 E 9TH ST,,OAKLAND,CA,94601
19-84-27,019 008402700,1910,2851,E 9TH ST,,OAKLAND,94601,2851 E 9TH ST OAKLAND 94601,2039 NOME ST SAN LEANDRO CA 94577,2851 E 9TH ST,,OAKLAND,CA,94601
19-84-7,019 008400700,1908,2829,E 9TH ST,,OAKLAND,94601,2829 E 9TH ST OAKLAND 94601,2829 E 9TH ST OAKLAND CA 94601,2829 E 9TH ST,,OAKLAND,CA,94601
19-84-8,019 008400800,1908,2833,E 9TH ST,,OAKLAND,94601,2833 E 9TH ST OAKLAND 94601,2833 E 9TH ST OAKLAND CA 94601,2833 E 9TH ST,,OAKLAND,CA,94601
19-84-41,019 008404100,2008,2809,E 9TH ST,,OAKLAND,94601,2809 E 9TH ST OAKLAND 94601,2807 MACARTHUR BLVD OAKLAND CA 94602,2809 E 9TH ST,,OAKLAND,CA,94601
19-84-15-1,019 008401501,1905,811,PORTWOOD AVE,,OAKLAND,94601,811 PORTWOOD AVE OAKLAND 94601,601 DE FREMERY DR BRENTWOOD CA 94513,811 PORTWOOD AVE,,OAKLAND,CA,94601
19-84-12,019 008401200,1905,833,PORTWOOD AVE,,OAKLAND,94601,833 PORTWOOD AVE OAKLAND 94601,826 LISBON AVE OAKLAND CA 94601,833 PORTWOOD AVE,,OAKLAND,CA,94601
19-84-35-1,019 008403501,1971,820,PORTWOOD AVE,,OAKLAND,94601,820 PORTWOOD AVE OAKLAND 94601,1784 150TH AVE SAN LEANDRO CA 94578,820 PORTWOOD AVE,,OAKLAND,CA,94601
19-84-19-2,019 008401902,0,815,PORTWOOD AVE,,OAKLAND,94601,815 PORTWOOD AVE OAKLAND 94601,PO BOX 2434 SAN RAMON CA 94583,815 PORTWOOD AVE,,OAKLAND,CA,94601
19-84-37,019 008403700,1900,826,LISBON AVE,,OAKLAND,94601,826 LISBON AVE OAKLAND 94601,826 LISBON AVE OAKLAND CA 94601,826 LISBON AVE,,OAKLAND,CA,94601
19-84-20-1,019 008402001,1905,2784,E 8TH ST,,OAKLAND,94601,2784 E 8TH ST OAKLAND 94601,487 A ST HAYWARD CA 94541,2784 E 8TH ST,,OAKLAND,CA,94601
19-84-13,019 008401300,1912,825,PORTWOOD AVE,,OAKLAND,94601,825 PORTWOOD AVE OAKLAND 94601,825 PORTWOOD AVE OAKLAND CA 94601,825 PORTWOOD AVE,,OAKLAND,CA,94601
19-84-11-1,019 008401101,1906,2845,E 9TH ST,,OAKLAND,94601,2845 E 9TH ST OAKLAND 94601,2845 E 9TH ST OAKLAND CA 94601,2845 E 9TH ST,,OAKLAND,CA,94601
19-84-1,019 008400100,1907,2801,E 9TH ST,,OAKLAND,94601,2801 E 9TH ST OAKLAND 94601,2801 E 9TH ST OAKLAND CA 94601,2801 E 9TH ST,,OAKLAND,CA,94601
19-84-9,019 008400900,1906,2837,E 9TH ST,,OAKLAND,94601,2837 E 9TH ST OAKLAND 94601,2622 E 10TH ST OAKLAND CA 94601,2837 E 9TH ST,,OAKLAND,CA,94601
19-84-29,019 008402900,0,2863,E 9TH ST,,OAKLAND,94601,2863 E 9TH ST OAKLAND 94601,250 FRANK H OGAWA PLZ 4 OAKLAND CA 94612,2863 E 9TH ST,,OAKLAND,CA,94601
19-84-6,019 008400600,1985,2823,E 9TH ST,,OAKLAND,94601,2823 E 9TH ST OAKLAND 94601,2823 E 9TH ST OAKLAND CA 94601,2823 E 9TH ST,,OAKLAND,CA,94601
19-84-25,019 008402500,1905,818,LISBON AVE,,OAKLAND,94601,818 LISBON AVE OAKLAND 94601,725 MARKET ST 707 OAKLAND CA 94607,818 LISBON AVE,,OAKLAND,CA,94601
19-83-16-5,019 008301605,0,816,27TH AVE,,OAKLAND,94601,816 27TH AVE OAKLAND 94601,1070 RAHARA DR LAFAYETTE CA 94549,816 27TH AVE,,OAKLAND,CA,94601
19-83-7,019 008300700,1899,2737,E 9TH ST,,OAKLAND,94601,2737 E 9TH ST OAKLAND 94601,2705 E 10TH ST OAKLAND CA 94601,2737 E 9TH ST,,OAKLAND,CA,94601
19-83-14-3,019 008301403,1912,817,LISBON AVE,,OAKLAND,94601,817 LISBON AVE OAKLAND 94601,7201 ALTURA PL OAKLAND CA 94605,817 LISBON AVE,,OAKLAND,CA,94601
19-83-5,019 008300500,1907,2729,E 9TH ST,,OAKLAND,94601,2729 E 9TH ST OAKLAND 94601,2729 E 9TH ST OAKLAND CA 94601,2729 E 9TH ST,,OAKLAND,CA,94601
19-83-2,019 008300200,1922,2711,E 9TH ST,,OAKLAND,94601,2711 E 9TH ST OAKLAND 94601,2711 E 9TH ST OAKLAND CA 94601,2711 E 9TH ST,,OAKLAND,CA,94601
19-83-20,019 008302000,1909,838,27TH AVE,,OAKLAND,94601,838 27TH AVE OAKLAND 94601,205 GLEN MEADOW CT DANVILLE CA 94526,838 27TH AVE,,OAKLAND,CA,94601
19-83-8,019 008300800,1906,2745,E 9TH ST,,OAKLAND,94601,2745 E 9TH ST OAKLAND 94601,2745 E 9TH ST OAKLAND CA 94601,2745 E 9TH ST,,OAKLAND,CA,94601
19-83-1-4,019 008300104,1910,860,27TH AVE,,OAKLAND,94601,860 27TH AVE OAKLAND 94601,2815 MARINA DR ALAMEDA CA 94501,860 27TH AVE,,OAKLAND,CA,94601
19-83-1-3,019 008300103,1910,2707,E 9TH ST,,OAKLAND,94601,2707 E 9TH ST OAKLAND 94601,2707 E 9TH ST OAKLAND CA 94601,2707 E 9TH ST,,OAKLAND,CA,94601
19-83-11,019 008301100,1905,835,LISBON AVE,,OAKLAND,94601,835 LISBON AVE OAKLAND 94601,835 LISBON AVE OAKLAND CA 94601,835 LISBON AVE,,OAKLAND,CA,94601
19-83-1-1,019 008300101,0,2701,E 9TH ST,,OAKLAND,94601,2701 E 9TH ST OAKLAND 94601,348 FREMONT PEAK DR BRENTWOOD CA 94513,2701 E 9TH ST,,OAKLAND,CA,94601
19-83-6,019 008300600,1910,2731,E 9TH ST,,OAKLAND,94601,2731 E 9TH ST OAKLAND 94601,4614 VIRGINIA AVE OAKLAND CA 94619,2731 E 9TH ST,,OAKLAND,CA,94601
19-83-19,019 008301900,1908,834,27TH AVE,,OAKLAND,94601,834 27TH AVE OAKLAND 94601,2502 E 15TH ST OAKLAND CA 94601,834 27TH AVE,,OAKLAND,CA,94601
19-83-17,019 008301700,1910,824,27TH AVE,,OAKLAND,94601,824 27TH AVE OAKLAND 94601,824 27TH AVE OAKLAND CA 94601,824 27TH AVE,,OAKLAND,CA,94601
19-83-18,019 008301800,1912,828,27TH AVE,,OAKLAND,94601,828 27TH AVE OAKLAND 94601,828 27TH AVE OAKLAND CA 94601,828 27TH AVE,,OAKLAND,CA,94601
19-83-13,019 008301300,1910,823,LISBON AVE,,OAKLAND,94601,823 LISBON AVE OAKLAND 94601,823 LISBON AVE OAKLAND CA 94601,823 LISBON AVE,,OAKLAND,CA,94601
19-83-10,019 008301000,1896,2751,E 9TH ST,,OAKLAND,94601,2751 E 9TH ST OAKLAND 94601,1044 57TH ST OAKLAND CA 94608,2751 E 9TH ST,,OAKLAND,CA,94601
19-83-9,019 008300900,1905,2749,E 9TH ST,,OAKLAND,94601,2749 E 9TH ST OAKLAND 94601,2749 E 9TH ST OAKLAND CA 94601,2749 E 9TH ST,,OAKLAND,CA,94601
19-83-12,019 008301200,1905,831,LISBON AVE,,OAKLAND,94601,831 LISBON AVE OAKLAND 94601,831 LISBON AVE OAKLAND CA 94601,831 LISBON AVE,,OAKLAND,CA,94601
19-83-3,019 008300300,1910,2715,E 9TH ST,,OAKLAND,94601,2715 E 9TH ST OAKLAND 94601,200 MAITLAND DR ALAMEDA CA 94502,2715 E 9TH ST,,OAKLAND,CA,94601
19-82-5-3,019 008200503,0,825,27TH AVE,,OAKLAND,94601,825 27TH AVE OAKLAND 94601,5743 HORTON ST B EMERYVILLE CA 94608,825 27TH AVE,,OAKLAND,CA,94601
19-82-6-3,019 008200603,1928,823,27TH AVE,,OAKLAND,94601,823 27TH AVE OAKLAND 94601,5743 HORTON ST B EMERYVILLE CA 94608,823 27TH AVE,,OAKLAND,CA,94601
19-82-2-1,019 008200201,1900,2629,E 9TH ST,,OAKLAND,94601,2629 E 9TH ST OAKLAND 94601,PO BOX 4243 SAN LEANDRO CA 94579,2629 E 9TH ST,,OAKLAND,CA,94601
19-82-1,019 008200100,0,2611,E 9TH ST,,OAKLAND,94601,2611 E 9TH ST OAKLAND 94601,2121 HARRISON ST 100 OAKLAND CA 94612,2611 E 9TH ST,,OAKLAND,CA,94601
19-82-4,019 008200400,1974,829,27TH AVE,,OAKLAND,94601,829 27TH AVE OAKLAND 94601,5743 HORTON ST B EMERYVILLE CA 94608,829 27TH AVE,,OAKLAND,CA,94601
19-82-3-1,019 008200301,0,2639,E 9TH ST,,OAKLAND,94601,2639 E 9TH ST OAKLAND 94601,PO BOX 5432 BERKELEY CA 94705,2639 E 9TH ST,,OAKLAND,CA,94601
19-81-10-1,019 008101001,0,2754,E 7TH ST,,OAKLAND,94601,2754 E 7TH ST OAKLAND 94601,8158 CANYON CREEK CIR PLEASANTON CA 94588,2754 E 7TH ST,,OAKLAND,CA,94601
19-81-5-1,019 008100501,1971,2802,E 7TH ST,,OAKLAND,94601,2802 E 7TH ST OAKLAND 94601,2014 CENTRAL AVE ALAMEDA CA 94501,2802 E 7TH ST,,OAKLAND,CA,94601
19-81-11,019 008101100,0,2744,E 7TH ST,,OAKLAND,94601,2744 E 7TH ST OAKLAND 94601,1443 CHESTNUT GROVE DR MANTECA CA 95336,2744 E 7TH ST,,OAKLAND,CA,94601
19-81-8-1,019 008100801,0,2758,E 7TH ST,,OAKLAND,94601,2758 E 7TH ST OAKLAND 94601,1443 CHESTNUT GROVE DR MANTECA CA 95336,2758 E 7TH ST,,OAKLAND,CA,94601
19-81-21,019 008102100,0,2830,E 7TH ST,,OAKLAND,94601,2830 E 7TH ST OAKLAND 94601,600 MOUNTAIN BLVD OAKLAND CA 94611,2830 E 7TH ST,,OAKLAND,CA,94601
19-81-22,019 008102200,1908,2822,E 7TH ST,,OAKLAND,94601,2822 E 7TH ST OAKLAND 94601,2822 E 7TH ST OAKLAND CA 94601,2822 E 7TH ST,,OAKLAND,CA,94601
19-81-24-1,019 008102401,1962,2700,E 7TH ST,,OAKLAND,94601,2700 E 7TH ST OAKLAND 94601,"229/122 TERRY ST ROZELLE, NSW 2039 AUSTRAL FORGN",2700 E 7TH ST,,OAKLAND,CA,94601
19-81-12,019 008101200,0,2738,E 7TH ST,,OAKLAND,94601,2738 E 7TH ST OAKLAND 94601,1443 CHESTNUT GROVE DR MANTECA CA 95336,2738 E 7TH ST,,OAKLAND,CA,94601
19-81-20,019 008102000,1908,2834,E 7TH ST,,OAKLAND,94601,2834 E 7TH ST OAKLAND 94601,600 MOUNTAIN BLVD OAKLAND CA 94611,2834 E 7TH ST,,OAKLAND,CA,94601
19-81-13-1,019 008101301,0,2734,E 7TH ST,,OAKLAND,94601,2734 E 7TH ST OAKLAND 94601,1443 CHESTNUT GROVE DR MANTECA CA 95336,2734 E 7TH ST,,OAKLAND,CA,94601
19-81-1,019 008100100,1908,2818,E 7TH ST,,OAKLAND,94601,2818 E 7TH ST OAKLAND 94601,511 HARRISON ST SAN FRANCISCO CA 94105,2818 E 7TH ST,,OAKLAND,CA,94601
19-81-2,019 008100200,2000,2814,E 7TH ST,,OAKLAND,94601,2814 E 7TH ST OAKLAND 94601,2810 EAST 7TH ST OAKLAND CA 94601,2814 E 7TH ST,,OAKLAND,CA,94601
19-81-16,019 008101600,1908,2724,E 7TH ST,,OAKLAND,94601,2724 E 7TH ST OAKLAND 94601,2835 E 10TH ST OAKLAND CA 94601,2724 E 7TH ST,,OAKLAND,CA,94601
19-81-15,019 008101500,1912,2730,E 7TH ST,,OAKLAND,94601,2730 E 7TH ST OAKLAND 94601,PO BOX 2511 ALAMEDA CA 94501,2730 E 7TH ST,,OAKLAND,CA,94601
19-81-4,019 008100400,0,2804,E 7TH ST,,OAKLAND,94601,2804 E 7TH ST OAKLAND 94601,2810 E 7TH ST OAKLAND CA 94601,2804 E 7TH ST,,OAKLAND,CA,94601
19-81-17,019 008101700,0,2720,E 7TH ST,,OAKLAND,94601,2720 E 7TH ST OAKLAND 94601,"229/122 TERRY ST ROZELLE, NSW 2039 AUSTRAL FORGN",2720 E 7TH ST,,OAKLAND,CA,94601
19-81-3,019 008100300,1970,2810,E 7TH ST,,OAKLAND,94601,2810 E 7TH ST OAKLAND 94601,2810 E 7TH ST OAKLAND CA 94601,2810 E 7TH ST,,OAKLAND,CA,94601
19-80-3,019 008000300,1912,2836,CHAPMAN ST,,OAKLAND,94601,2836 CHAPMAN ST OAKLAND 94601,2836 CHAPMAN ST OAKLAND CA 94601,2836 CHAPMAN ST,,OAKLAND,CA,94601
19-80-18,019 008001800,0,2749,E 7TH ST,,OAKLAND,94601,2749 E 7TH ST OAKLAND 94601,2001 CROW CANYON RD SAN RAMON CA 94583,2749 E 7TH ST,,OAKLAND,CA,94601
19-80-23,019 008002300,1900,2809,E 7TH ST,,OAKLAND,94601,2809 E 7TH ST OAKLAND 94601,2809 E 7TH STREET OAKLAND CA 94601,2809 E 7TH ST,,OAKLAND,CA,94601
19-80-19,019 008001900,1905,2755,E 7TH ST,,OAKLAND,94601,2755 E 7TH ST OAKLAND 94601,2755 E 7TH ST OAKLAND CA 94601,2755 E 7TH ST,,OAKLAND,CA,94601
19-80-2-1,019 008000201,0,2840,CHAPMAN ST,,OAKLAND,94601,2840 CHAPMAN ST OAKLAND 94601,2840 CHAPMAN ST OAKLAND CA 94601,2840 CHAPMAN ST,,OAKLAND,CA,94601
19-80-27,019 008002700,0,2846,CHAPMAN ST,,OAKLAND,94601,2846 CHAPMAN ST OAKLAND 94601,2840 CHAPMAN ST OAKLAND CA 94601,2846 CHAPMAN ST,,OAKLAND,CA,94601
19-80-24-1,019 008002401,1900,2813,E 7TH ST,,OAKLAND,94601,2813 E 7TH ST OAKLAND 94601,13501 ROSE DR SAN LEANDRO CA 94578,2813 E 7TH ST,,OAKLAND,CA,94601
19-80-26,019 008002600,1910,2825,E 7TH ST,,OAKLAND,94601,2825 E 7TH ST OAKLAND 94601,2825 E 7TH ST OAKLAND CA 94601,2825 E 7TH ST,,OAKLAND,CA,94601
19-80-20,019 008002000,1977,2761,E 7TH ST,,OAKLAND,94601,2761 E 7TH ST OAKLAND 94601,1625 13TH AVE OAKLAND CA 94606,2761 E 7TH ST,,OAKLAND,CA,94601
19-80-21-2,019 008002102,1968,2769,E 7TH ST,,OAKLAND,94601,2769 E 7TH ST OAKLAND 94601,600 EAST 15TH ST OAKLAND CA 94606,2769 E 7TH ST,,OAKLAND,CA,94601
19-80-1,019 008000100,0,2819,E 7TH ST,,OAKLAND,94601,2819 E 7TH ST OAKLAND 94601,809 LASUEN DR SAN LEANDRO CA 94578,2819 E 7TH ST,,OAKLAND,CA,94601
19-80-7,019 008000700,1900,2816,CHAPMAN ST,,OAKLAND,94601,2816 CHAPMAN ST OAKLAND 94601,2816 CHAPMAN ST OAKLAND CA 94601,2816 CHAPMAN ST,,OAKLAND,CA,94601
19-80-24-2,019 008002402,1914,2815,E 7TH ST,,OAKLAND,94601,2815 E 7TH ST OAKLAND 94601,2040 E 15TH ST OAKLAND CA 94606,2815 E 7TH ST,,OAKLAND,CA,94601
19-80-21-3,019 008002103,1968,2801,E 7TH ST,,OAKLAND,94601,2801 E 7TH ST OAKLAND 94601,600 EAST 15TH ST OAKLAND CA 94606,2801 E 7TH ST,,OAKLAND,CA,94601
19-80-9,019 008000900,1918,2808,CHAPMAN ST,,OAKLAND,94601,2808 CHAPMAN ST OAKLAND 94601,461 2ND AVE SAN FRANCISCO CA 94118,2808 CHAPMAN ST,,OAKLAND,CA,94601
19-80-5,019 008000500,1925,2824,CHAPMAN ST,,OAKLAND,94601,2824 CHAPMAN ST OAKLAND 94601,455 SUPERIOR AVE SAN LEANDRO CA 94577,2824 CHAPMAN ST,,OAKLAND,CA,94601
19-80-4,019 008000400,1910,2832,CHAPMAN ST,,OAKLAND,94601,2832 CHAPMAN ST OAKLAND 94601,2832 CHAPMAN ST OAKLAND CA 94601,2832 CHAPMAN ST,,OAKLAND,CA,94601
19-80-8,019 008000800,1920,2810,CHAPMAN ST,,OAKLAND,94601,2810 CHAPMAN ST OAKLAND 94601,3531 CARRILLO DR SAN LEANDRO CA 94578,2810 CHAPMAN ST,,OAKLAND,CA,94601
19-80-25,019 008002500,0,2821,E 7TH ST,,OAKLAND,94601,2821 E 7TH ST OAKLAND 94601,809 LASUEN DR SAN LEANDRO CA 94578,2821 E 7TH ST,,OAKLAND,CA,94601
19-80-6,019 008000600,1896,2818,CHAPMAN ST,,OAKLAND,94601,2818 CHAPMAN ST OAKLAND 94601,2040 E 15TH ST OAKLAND CA 94606,2818 CHAPMAN ST,,OAKLAND,CA,94601
19-79-21-3,019 007902103,1930,2830,FORD ST,,OAKLAND,94601,2830 FORD ST OAKLAND 94601,707 MERCURY ST SAN FRANCISCO CA 94124,2830 FORD ST,,OAKLAND,CA,94601
