,acct_no,dba,owner,sic_code,sic_desc,full_addr,st_no,st_name,even,zipcode,city,apn_sort,dist_parc_to_sales
119,2377,JACQUES CARRIE F TR,"JACQUES, CARRIE F",6513001.0,Operators Of Apartment Buildings,"6021 HOLWAY ST OAKLAND, CA 94621-4137",6021,HOLWAY ST,False,94621,OAKLAND,038 321400900,0.0
120,2387,MARIA O HERRERA,"HERRERA, MARIA O",6513001.0,Operators Of Apartment Buildings,"1735 64TH AVE OAKLAND, CA 94621-3839",1735,64TH AVE,False,94621,OAKLAND,038 321602700,0.0
121,2396,CHAVEZ RODOLFO & NELLY TR,"Chavez, Rodolfo",6513001.0,Operators Of Apartment Buildings,"5600 HARMON AVE OAKLAND, CA 94621-4334",5600,HARMON AVE,True,94621,OAKLAND,038 322600600,6.013054710350651
122,2398,HUGOS TOURS & TRAVEL,"Guerrero, Hugo T",4729001.0,"Arrangement Of Passenger Transportation, Not Elsewhere Classified","3600 INTERNATIONAL BLVD OAKLAND, CA 94601-3524",3600,INTERNATIONAL BLVD,True,94601,OAKLAND,033 213003000,18.402733028574897
123,2404,PETER & JOHANA SCHUKELIS,"Schukelis, Peter",6513001.0,Operators Of Apartment Buildings,"5526 E 15TH ST OAKLAND, CA 94621-4406",5526,E 15TH ST,True,94621,OAKLAND,038 323101300,1.94510220681774
124,2416,LONG P HOANG & NHAN T NGUYEN,"HOANG, LONG P",6513001.0,Operators Of Apartment Buildings,"5726 E 15TH ST OAKLAND, CA 94621-4231",5726,E 15TH ST,True,94621,OAKLAND,038 323500101,2.26259840199243
125,2432,SKY CHEFS INC,"FROHMAN, JUDY",5812001.0,Eating Places,"50 ARMSTRONG WAY OAKLAND, CA 94621-2106",50,ARMSTRONG WAY,True,94621,OAKLAND,042 432300705,114.553577694445
126,2441,BENNETT LAWRENCE JR,"Bennett, Lawrence (jr.)",6513001.0,Operators Of Apartment Buildings,"1633 65TH AVE OAKLAND, CA 94621-3807",1633,65TH AVE,False,94621,OAKLAND,039 324302400,0.0
127,2460,WARDELL HURST & EMAGENE LANAUX,"Hurst, Wardell",6513001.0,Operators Of Apartment Buildings,"1545 69TH AVE OAKLAND, CA 94621-3423",1545,69TH AVE,False,94621,OAKLAND,039 324900700,0.0
128,2467,EAST BAY TEEN CHALLENGE INC,"Rowe, Randy",7389001.0,"Business Services, Not Elsewhere Classified","2221 90TH AVE OAKLAND, CA 94603-1801",2221,90TH AVE,False,94603,OAKLAND,046 547201701,33.558344765517504
129,2473,TERMCO SPRAY TECHNOLOGY,"Orr, Gary",7389001.0,"Business Services, Not Elsewhere Classified","9308 G ST OAKLAND, CA 94603-1228",9308,G ST,True,94603,OAKLAND,044 498700800,0.0
130,2498,USA GROCERY & LIQUORS,"MOBAREZ, MAHJLIA M",,,"1944 90TH AVE OAKLAND, CA 94603-1702",1944,90TH AVE,True,94603,OAKLAND,043 459700700,0.34595364064321005
131,2512,7804 COMPANY,"HALS, SHARON",6512001.0,Operators Of Nonresidential Buildings,"7804 INTERNATIONAL BLVD OAKLAND, CA 94621-2614",7804,INTERNATIONAL BLVD,True,94621,OAKLAND,040 335505001,9.13761262473074
132,2521,PING KUEN CONSTRUCTION CO,"LEUNG, PING KUEN",,,"2349 E 22ND ST OAKLAND, CA 94601-1229",2349,E 22ND ST,False,94601,OAKLAND,021 029203200,9.11706705105565
133,2536,H & M MECHANICAL GROUP,"HENNINGS, GARY",8742001.0,Management Consulting Services,"8517 EARHART RD STE 230 OAKLAND, CA 94621-4554",8517,EARHART RD,False,94621,OAKLAND,042 440401102,0.0
134,2539,SPARKS KEEDY B EST OF,"Sparks, Keedy (est) B",6513001.0,Operators Of Apartment Buildings,"2017 69TH AVE OAKLAND, CA 94621-3433",2017,69TH AVE,False,94621,OAKLAND,039 330401300,0.0
135,2545,DOTS BOUTIQUE,"Shanks, Dorothy",5651001.0,Family Clothing Stores,"9879 ELMAR AVE OAKLAND, CA 94603-2839",9879,ELMAR AVE,False,94603,OAKLAND,046 549200901,0.0
136,2554,BAY PROPERTIES LLC,", BAY PROPERTIES, LLC",6512001.0,Operators Of Nonresidential Buildings,"9310 G ST OAKLAND, CA 94603-1228",9310,G ST,True,94603,OAKLAND,044 498700800,0.0
137,2571,VALERIE A WINSTON,"Winston, Valerie A",6513001.0,Operators Of Apartment Buildings,"1629 69TH AVE OAKLAND, CA 94621-3425",1629,69TH AVE,False,94621,OAKLAND,039 331403200,0.0
138,2581,BAKER MAURICE A,"BAKER, MAURICE A",6513001.0,Operators Of Apartment Buildings,"1434 73RD AVE OAKLAND, CA 94621-2808",1434,73RD AVE,True,94621,OAKLAND,040 331704811,0.0
139,2585,DANIEL WARD,"WARD, DANIEL",6513001.0,Operators Of Apartment Buildings,"1505 76TH AVE OAKLAND, CA 94621-2737",1505,76TH AVE,False,94621,OAKLAND,040 331903100,0.0
140,2588,MICAELA R SOSA,"Sosa, Micaela R",6513001.0,Operators Of Apartment Buildings,"1421 76TH AVE OAKLAND, CA 94621-2735",1421,76TH AVE,False,94621,OAKLAND,040 331904501,0.0
141,2590,PEREZ ARMANDO J,"Perez, Armando J",6513001.0,Operators Of Apartment Buildings,"1642 74TH AVE OAKLAND, CA 94621-2826",1642,74TH AVE,True,94621,OAKLAND,040 331706414,2.10059906502226
142,2622,BONANZA WHOLESALE DIST INC,"Slape, Helen",5399001.0,Miscellaneous General Merchandise Stores,"3617 INTERNATIONAL BLVD OAKLAND, CA 94601-3523",3617,INTERNATIONAL BLVD,False,94601,OAKLAND,033 217700101,11.530617736700599
143,2625,TAIZ MARKET,"Saleh, Fadhl A",5411001.0,Grocery Stores,"874 85TH AVE OAKLAND, CA 94621-1250",874,85TH AVE,True,94621,OAKLAND,042 429700901,8.29985816547474
144,2636,THOMAS J & ERMA L HARRIS,"Harris, Erma",6513001.0,Operators Of Apartment Buildings,"1430 80TH AVE OAKLAND, CA 94621-2334",1430,80TH AVE,True,94621,OAKLAND,040 336802301,5.777993932999129
145,2639,RODRIGUEZ CESARIO & ROSA E,"Rodriguez, Cesario",6513001.0,Operators Of Apartment Buildings,"1542 80TH AVE OAKLAND, CA 94621-2336",1542,80TH AVE,True,94621,OAKLAND,040 336803600,6.0274208118920605
146,2649,RUIZ JOSE M & REBECCA,"Ruiz, Jose M",6513001.0,Operators Of Apartment Buildings,"2819 FOOTHILL BLVD OAKLAND, CA 94601-2521",2819,FOOTHILL BLVD,False,94601,OAKLAND,025 072700200,1.92583969056295
147,2683,HTI TANK WASH,"Harkrader, John",7389001.0,"Business Services, Not Elsewhere Classified","9957 MEDFORD AVE STE 11 OAKLAND, CA 94603-2360",9957,MEDFORD AVE,False,94603,OAKLAND,045 522900301,10.367425293081
148,2752,BRANAGH INC,"Branagh, Thomas (pres) N",,,"750 KEVIN CT OAKLAND, CA 94621-4040",750,KEVIN CT,True,94621,OAKLAND,041 391200302,9.727695574881778
149,2803,ALOHA CLUB,"Wettin, Phil",5813001.0,Drinking Places (alcoholic Beverages),"952 FRUITVALE AVE OAKLAND, CA 94601-2912",952,FRUITVALE AVE,True,94601,OAKLAND,033 218600600,2.8869716754207997
150,2811,JEFFERY D & GWENDOLYN L HARRIS,"Harris, Jeffery D",6513001.0,Operators Of Apartment Buildings,"1360 63RD AVE OAKLAND, CA 94621-3928",1360,63RD AVE,True,94621,OAKLAND,041 388304300,2.46716606617656
151,2815,HOWARD RICHARDINE,"Howard, Richardine",6513001.0,Operators Of Apartment Buildings,"6630 LUCILLE ST OAKLAND, CA 94621-3522",6630,LUCILLE ST,True,94621,OAKLAND,041 406400200,4.94757121354146
152,2822,WADE RUTH E & WILLIAMS RUTH,"Smith, Lerleen",6513001.0,Operators Of Apartment Buildings,"1190 75TH AVE OAKLAND, CA 94621-2906",1190,75TH AVE,True,94621,OAKLAND,041 413903400,6.22909454817342
153,2825,ELVA POE,"Poe, Elva",6513001.0,Operators Of Apartment Buildings,"1015 76TH AVE OAKLAND, CA 94621-2523",1015,76TH AVE,False,94621,OAKLAND,041 414201300,0.0
154,2837,LIGGINS OLIVER J TR,"Liggins, Oliver J",6513001.0,Operators Of Apartment Buildings,"1028 70TH AVE OAKLAND, CA 94621-3214",1028,70TH AVE,True,94621,OAKLAND,041 414805900,0.0
155,2857,TRIENA M. TRAHAN,"Trahan, Triena M",6513001.0,Operators Of Apartment Buildings,"1261 80TH AVE OAKLAND, CA 94621-2405",1261,80TH AVE,False,94621,OAKLAND,041 419801800,0.17361000420510198
156,2871,JOHN W BROOKER & CO,"BEATTY, DANIEL K",8742001.0,Management Consulting Services,"7677 OAKPORT ST STE 300 OAKLAND, CA 94621-1933",7677,OAKPORT ST,False,94621,OAKLAND,041 390201601,0.0
157,2873,NORTH BAY CONTAINER INC,"PINTO, HORTENCIA",4731001.0,Arrangement Of Transportation Of Freight And Cargo,"5831 SAN LEANDRO ST OAKLAND, CA 94621-4401",5831,SAN LEANDRO ST,False,94621,OAKLAND,041 391400903,0.0
158,2943,BRUCES TIRE INC,"HOWARD, RICHARD",,,"240 HEGENBERGER RD OAKLAND, CA 94621-1436",240,HEGENBERGER RD,True,94621,OAKLAND,044 502000119,25.306592333227897
159,2945,"JEFFREY P ALEXANDER, DDS, A DENTAL CORP","Alexander, Jeffrey P",8021001.0,Offices And Clinics Of Dentists,"8201 EDGEWATER DR STE 105 OAKLAND, CA 94621-2021",8201,EDGEWATER DR,False,94621,OAKLAND,042 442500605,0.0
160,2966,WILSON JOE L,"Wilson, Joe L",6513001.0,Operators Of Apartment Buildings,"1821 89TH AVE OAKLAND, CA 94621-1052",1821,89TH AVE,False,94621,OAKLAND,043 458900900,0.0
161,2974,SF OAKLAND AUTO & TRUCK PLAZA,"Goren, Alex",,,"8255 SAN LEANDRO ST OAKLAND, CA 94621-1904",8255,SAN LEANDRO ST,False,94621,OAKLAND,041 420800505,0.0
162,2977,JONES CASANDRA TR,"., .",6513001.0,Operators Of Apartment Buildings,"2038 86TH AVE OAKLAND, CA 94621-1559",2038,86TH AVE,True,94621,OAKLAND,043 460201700,3.9406238915106298
163,3004,BAY RESTORATORS,"RODRIGUEZ, EVERARDO",7349001.0,"Building Cleaning And Maintenance Services, Not Elsewhere Classified","3407 E 8TH ST OAKLAND, CA 94601-3307",3407,E 8TH ST,False,94601,OAKLAND,033 220102500,0.8346416929563659
164,3053,SILVIA & ERIBERTO CURIEL,"CURIEL, SILVIA A",6513001.0,Operators Of Apartment Buildings,"1270 91ST AVE OAKLAND, CA 94603-1314",1270,91ST AVE,True,94603,OAKLAND,044 495402401,10.120452876116
165,3055,GONZALEZ BENJAMIN & TERESA ETAL,"Etal, Benjamin G Gonzalez",6513001.0,Operators Of Apartment Buildings,"9004 D ST OAKLAND, CA 94603-1340",9004,D ST,True,94603,OAKLAND,044 495501600,9.65743893457675
166,3066,GUERRERO JOSE R & ROSA P TR,"Guerrero, Jose R",6513001.0,Operators Of Apartment Buildings,"1257 93RD AVE OAKLAND, CA 94603-1411",1257,93RD AVE,False,94603,OAKLAND,044 496400601,0.0
167,3086,PROFESSIONAL SERVICE INDUSTRIES INC,"White, Robert",8742001.0,Management Consulting Services,"4703 TIDEWATER AVE STE B OAKLAND, CA 94601-4908",4703,TIDEWATER AVE,False,94601,OAKLAND,034 230001307,0.0
168,3090,HARVEY M FRANKLIN,"Franklin, Harvey M",6513001.0,Operators Of Apartment Buildings,"681 NEVADA ST OAKLAND, CA 94603-2217",681,NEVADA ST,False,94603,OAKLAND,044 500800300,1.53794808766704
169,3094,EASLEY ROBERT R,"Easley, Robert R",6513001.0,Operators Of Apartment Buildings,"721 TYLER ST OAKLAND, CA 94603-2236",721,TYLER ST,False,94603,OAKLAND,044 501100500,0.298890079423406
170,3111,BAUGH EDNA J & MONICA N,"J, Baugh Edna",6513001.0,Operators Of Apartment Buildings,"253 WISTAR RD OAKLAND, CA 94603-1063",253,WISTAR RD,False,94603,OAKLAND,044 506800500,8.798029869311199
171,3115,GABRIEL GEORGE G & MYRTLE M TR,"Gabriel, George G",6513001.0,Operators Of Apartment Buildings,"9607 EMPIRE RD OAKLAND, CA 94603-1047",9607,EMPIRE RD,False,94603,OAKLAND,044 507000100,0.0
172,3121,STEWART JOE H JR TR,"Stewart, Joe",6513001.0,Operators Of Apartment Buildings,"1023 101ST AVE OAKLAND, CA 94603-3170",1023,101ST AVE,False,94603,OAKLAND,045 518201400,0.0
173,3130,CALIFORNIA AIRFRAME PARTS INC,"Holgerson, Harry (jr) T",,,"72 98TH AVE OAKLAND, CA 94603-1002",72,98TH AVE,True,94603,OAKLAND,044 502000545,23.632086742932895
174,3142,WILLIAMS PEGGY TR,"Tr, Williams Peggy",6513001.0,Operators Of Apartment Buildings,"970 105TH AVE OAKLAND, CA 94603-3121",970,105TH AVE,True,94603,OAKLAND,045 521202200,9.191103494913131
175,3151,KEY WALTER,"Key, Walter",6513001.0,Operators Of Apartment Buildings,"10710 PEARMAIN ST OAKLAND, CA 94603-3718",10710,PEARMAIN ST,True,94603,OAKLAND,045 525302801,1.47971455008823
176,3166,BISCOTTI INC,"REISS, BERNADETTE",2335001.0,"Women's, Misses', And Juniors' Dresses","5601 SAN LEANDRO ST STE 3 OAKLAND, CA 94621-4433",5601,SAN LEANDRO ST,False,94621,OAKLAND,041 384801404,0.0
177,3167,CAL BEN CO,"SCHACHTER, MARTIN",,,"9828 PEARMAIN ST OAKLAND, CA 94603-2312",9828,PEARMAIN ST,True,94603,OAKLAND,045 523700702,0.0
178,3195,HUIZAR ALBERTO & GUILLERMINA TR,"Huizar, Alberto",6513001.0,Operators Of Apartment Buildings,"1527 33RD AVE OAKLAND, CA 94601-3015",1527,33RD AVE,False,94601,OAKLAND,033 212100800,0.0
179,3199,WHITLEY ARCHIE JR,"Whitley, Archie (jr)",6513001.0,Operators Of Apartment Buildings,"208 ISLETON AVE OAKLAND, CA 94603-2038",208,ISLETON AVE,True,94603,OAKLAND,045 531501100,4.91817552963848
180,3240,JIMMY L & LILLIE M TAYLOR,"Taylor, Jimmy L",6513001.0,Operators Of Apartment Buildings,"11108 NOVELDA DR OAKLAND, CA 94603-3634",11108,NOVELDA DR,True,94603,OAKLAND,045 537701300,0.0
181,3250,THEODORE H & DOLORES A STAAT,"Staat, Theodore H",6513001.0,Operators Of Apartment Buildings,"443 CAPISTRANO DR OAKLAND, CA 94603-3519",443,CAPISTRANO DR,False,94603,OAKLAND,045 539603200,6.129245344870781
182,3254,EAST-WEST PERFORMING ARTS,"Egashira, Leslie D",7999001.0,"Amusement And Recreation Services, Not Elsewhere Classified","4815 FAIRFAX AVE OAKLAND, CA 94601-4811",4815,FAIRFAX AVE,False,94601,OAKLAND,036 242102000,1.27461197957867
183,3258,LINDA A JACKSON,"Jackson, Linda A",6513001.0,Operators Of Apartment Buildings,"1439 92ND AVE OAKLAND, CA 94603-1405",1439,92ND AVE,False,94603,OAKLAND,046 542100700,0.0
184,3273,NOEL & NELVA HERNANDEZ,"Hernandez, Noel",6513001.0,Operators Of Apartment Buildings,"1536 92ND AVE OAKLAND, CA 94603-1508",1536,92ND AVE,True,94603,OAKLAND,046 543100300,4.76101645901979
185,3288,LOCKWOOD CLEANERS,"Hong, Kenny",,,"6160 INTERNATIONAL BLVD OAKLAND, CA 94621-4207",6160,INTERNATIONAL BLVD,True,94621,OAKLAND,038 322102103,2.67512343182113
186,3300,LEWIS IRENE L & IRENE L,"Lewis, Irene",6513001.0,Operators Of Apartment Buildings,"1919 92ND AVE OAKLAND, CA 94603-1703",1919,92ND AVE,False,94603,OAKLAND,046 545800902,1.1982536438021598
187,3310,PALMER MURLYNE,"PALMER, MURLYNE",6513001.0,Operators Of Apartment Buildings,"9315 SUNNYSIDE ST OAKLAND, CA 94603-1735",9315,SUNNYSIDE ST,False,94603,OAKLAND,046 546001100,0.0
188,3326,GAIL GIFFEN,"Giffen, Gail",6513001.0,Operators Of Apartment Buildings,"9433 BANCROFT AVE OAKLAND, CA 94603-1828",9433,BANCROFT AVE,False,94603,OAKLAND,046 547400401,3.77218312221799
189,3337,GWEN W STEPHENS,"Stephens, Gwen W",6513001.0,Operators Of Apartment Buildings,"9862 SPRINGFIELD ST OAKLAND, CA 94603-2824",9862,SPRINGFIELD ST,True,94603,OAKLAND,046 547701000,0.0
190,3342,MUNN EVA,"Munn, Eva",6513001.0,Operators Of Apartment Buildings,"2338 90TH AVE OAKLAND, CA 94603-1807",2338,90TH AVE,True,94603,OAKLAND,046 548000200,18.1310965439212
191,3344,NGUYEN THANH K & NGOC T,"Nguyen, Thanh K",6512001.0,Operators Of Nonresidential Buildings,"7332 INTERNATIONAL BLVD OAKLAND, CA 94621-2861",7332,INTERNATIONAL BLVD,True,94621,OAKLAND,040 331704811,1.45888600763699
192,3350,4638 MALAT STREET ASSOCIATES,"Miller, Robert",6512001.0,Operators Of Nonresidential Buildings,"4626 MALAT ST OAKLAND, CA 94601-4904",4626,MALAT ST,True,94601,OAKLAND,034 230400205,3.79511207344552
193,3351,CHENYEK ANA L TR,"CHENYEK, ANA L",6513001.0,Operators Of Apartment Buildings,"3916 AQUA VISTA ST OAKLAND, CA 94601-4316",3916,AGUA VISTA ST,True,94601,OAKLAND,032 210401200,9.2422218361792
194,3366,K JS AUTOBODY,"WALKER, LYDIA",,,"8921 SAN LEANDRO ST OAKLAND, CA 94621-1247",8921,SAN LEANDRO ST,False,94621,OAKLAND,042 431001500,15.929393778954001
195,3368,VOISENAT MARC & NILDA TRS,"Voisenat, Marc E",6513001.0,Operators Of Apartment Buildings,"1918 102ND AVE OAKLAND, CA 94603-3314",1918,102ND AVE,True,94603,OAKLAND,047 550102102,0.0
196,3377,AKINBODUNSE JOHNSON & SUNDA,"AKINBODUNSE, JOHNSON",6513001.0,Operators Of Apartment Buildings,"1821 101ST AVE OAKLAND, CA 94603-3303",1821,101ST AVE,False,94603,OAKLAND,047 550401000,0.0
197,3385,TIMMERMAN DAVE,"Timmerman, Dave",6513001.0,Operators Of Apartment Buildings,"1501 105TH AVE OAKLAND, CA 94603-3234",1501,105TH AVE,False,94603,OAKLAND,047 550901201,0.0
198,3418,B & P MARBLE PRODUCTS INC,"Moyer, Pete",,,"1044 44TH AVE OAKLAND, CA 94601-4425",1044,44TH AVE,True,94601,OAKLAND,034 226401002,1.8042307176478702
199,3423,KANADY ALLEN G JR & CHRISTINE M TR,"Kanady, Allen (jr) G",6513001.0,Operators Of Apartment Buildings,"2240 106TH AVE OAKLAND, CA 94603-4000",2240,106TH AVE,True,94603,OAKLAND,047 556502300,11.471219890078098
200,3427,IDA ROBBEN BAILEY,"Bailey, Ida R",6513001.0,Operators Of Apartment Buildings,"1515 28TH AVE OAKLAND, CA 94601-1638",1515,28TH AVE,False,94601,OAKLAND,025 071300900,0.0
201,3435,HENDRICKS TERRY V,"Hendricks, Terry V",6513001.0,Operators Of Apartment Buildings,"2363 109TH AVE OAKLAND, CA 94603-4115",2363,109TH AVE,False,94603,OAKLAND,047 557001500,0.0
202,3439,SIGRETT K OLISON,"OLISON, SIGRETT K",6513001.0,Operators Of Apartment Buildings,"2381 108TH AVE OAKLAND, CA 94603-4111",2381,108TH AVE,False,94603,OAKLAND,047 557101400,0.0
203,3446,VENITA J DAVIS,"DAVIS, VENITA J",6513001.0,Operators Of Apartment Buildings,"9936 VOLTAIRE AVE OAKLAND, CA 94603-2828",9936,VOLTAIRE AVE,True,94603,OAKLAND,047 557501900,5.61983340785033
204,3523,GARY G & MARSHA L COLLINS,"COLIINS, GARY G",6513001.0,Operators Of Apartment Buildings,"5335 PRINCETON ST OAKLAND, CA 94601-5812",5335,PRINCETON ST,False,94601,OAKLAND,035 239501000,0.7502635182562589
205,3541,CATER AURELL P,"Cater, Aurell P",6513001.0,Operators Of Apartment Buildings,"1022 88TH AVE OAKLAND, CA 94621-1206",1022,88TH AVE,True,94621,OAKLAND,042 427801400,3.57270129051069
206,3544,GREEN FLORANCE M TR,"GREEN, FLORANCE M GREEN M",6513001.0,Operators Of Apartment Buildings,"1659 85TH AVE OAKLAND, CA 94621-1730",1659,85TH AVE,False,94621,OAKLAND,043 455501003,0.0
207,3562,CHOCOLATE CITY BEAUTY WIG SALON,"Frierson, Mamie L",7231001.0,Beauty Shops,"5322 FAIRFAX AVE OAKLAND, CA 94601-5810",5322,FAIRFAX AVE,True,94601,OAKLAND,035 238901200,4.5990755130444505
208,3567,JOSE & MARIA ARRIZON,"ARRIZON, JOSE I",6513001.0,Operators Of Apartment Buildings,"1671 35TH AVE OAKLAND, CA 94601-3632",1671,35TH AVE,False,94601,OAKLAND,033 212601000,2.7414145576210696
209,3570,JUAN J & NORMA ALVAREZ,"ALVAREZ, JUAN J",6513001.0,Operators Of Apartment Buildings,"2547 E 15TH ST OAKLAND, CA 94601-1615",2547,E 15TH ST,False,94601,OAKLAND,025 071000200,0.0
210,3607,MIRANDA HENRY & JUDITH,"Miranda, Henry",6513001.0,Operators Of Apartment Buildings,"10516 LINK ST OAKLAND, CA 94603-4049",10516,LINK ST,True,94603,OAKLAND,047 549802000,10.757143750220301
211,3616,NGO JEANNIE & JAMIE T,"NGO, JEANNIE",6513001.0,Operators Of Apartment Buildings,"2563 E 15TH ST OAKLAND, CA 94601-1615",2563,E 15TH ST,False,94601,OAKLAND,025 071000300,0.0
212,3635,LUCIA R RAMIREZ & J ECHEGARY,"Ramirez, Lucia R",6513001.0,Operators Of Apartment Buildings,"2229 39TH AVE OAKLAND, CA 94601-4358",2229,39TH AVE,False,94601,OAKLAND,032 209701200,0.0
213,3637,DORA SHEARS,"SHEARS, DORA",6513001.0,Operators Of Apartment Buildings,"2209 50TH AVE OAKLAND, CA 94601-5436",2209,50TH AVE,False,94601,OAKLAND,036 241801700,0.0
214,3700,BROOKSFIELD LIQUORS,"Murched, Ahmed M",,,"9786 EDES AVE OAKLAND, CA 94603-2208",9786,EDES AVE,True,94603,OAKLAND,044 500700400,7.2840294641906
215,3718,INTERSTATE ROOFING SPECIALISTS CORP,"Vuong, Buu Quoc",1761001.0,"Roofing, Siding, And Sheet Metal Work","10401 PEARMAIN ST # A OAKLAND, CA 94603-3017",10401,PEARMAIN ST,False,94603,OAKLAND,048 581300406,15040467.690778399
216,3754,SMOOTH AUTO BODY SHOP,"GEE, VAN T",,,"1228 41ST AVE OAKLAND, CA 94601-4022",1228,41ST AVE,True,94601,OAKLAND,033 215400900,5.6368790060794405
217,3766,RAMOS JESUS H,"Ramos, Jesus H",6513001.0,Operators Of Apartment Buildings,"1230 38TH AVE OAKLAND, CA 94601-4050",1230,38TH AVE,True,94601,OAKLAND,033 215701200,6.22072456694914
218,3781,CHANG LEJERN,"Chang, Lejern",6513001.0,Operators Of Apartment Buildings,"1526 36TH AVE OAKLAND, CA 94601-3515",1526,36TH AVE,True,94601,OAKLAND,033 213201500,7.2259015406076905
219,3794,CHEMICAL COMPOUNDING COMPANY,"HULSEY, WILLIAM B",2841001.0,"Soap And Other Detergents, Except Specialty Cleaners","791 66TH AVE OAKLAND, CA 94621-3713",791,66TH AVE,False,94621,OAKLAND,041 391001900,4.65980823153923
220,3811,JENKINS HENRY & INELL,"Jenkins, Inell",6513001.0,Operators Of Apartment Buildings,"1735 84TH AVE OAKLAND, CA 94621-1706",1735,84TH AVE,False,94621,OAKLAND,043 455901300,0.0
221,3831,LANE MACARTHUR & EDNA TR,"LANE, MAC ARTHUR",6513001.0,Operators Of Apartment Buildings,"1303 78TH AVE OAKLAND, CA 94621-2605",1303,78TH AVE,False,94621,OAKLAND,041 419501300,0.0
222,3862,UNITED ARTWORKS,"Werby, Andrew",7334001.0,Photocopying And Duplicating Services,"8730 E ST OAKLAND, CA 94621-1652",8730,E ST,True,94621,OAKLAND,042 427701500,0.0
223,3878,GUTIERREZ MIRELLA,"Guitierrez, Mirella",6513001.0,Operators Of Apartment Buildings,"2160 47TH AVE OAKLAND, CA 94601-4715",2160,47TH AVE,True,94601,OAKLAND,036 241201900,0.0
224,3909,"LEONARD, JANET, MICHAEL & THOMAS LI","Li, Rowena",6513001.0,Operators Of Apartment Buildings,"10500 BANCROFT AVE OAKLAND, CA 94603-3468",10500,BANCROFT AVE,True,94603,OAKLAND,047 549701504,14.6139331532356
225,3968,CIUDAD DE MEXICO,"Gamez, Rosa Maria",6099001.0,"Functions Related To Depository Banking, Not Elsewhere Classified","3800 INTERNATIONAL BLVD OAKLAND, CA 94601-4010",3800,INTERNATIONAL BLVD,True,94601,OAKLAND,033 213606102,18.231078815858396
226,3971,JUN H & YOUNG S CHUN,"Chun, Jun H",6512001.0,Operators Of Nonresidential Buildings,"1512 FRUITVALE AVE OAKLAND, CA 94601-2334",1512,FRUITVALE AVE,True,94601,OAKLAND,033 212102300,3.76505938156124
227,3973,ANGULO AUTO UPHOLSTERY,"ANGULO, JESUS E",,,"1336 89TH AVE OAKLAND, CA 94621-1124",1336,89TH AVE,True,94621,OAKLAND,042 427002000,5.11694120532835
228,3986,OAKPORT ASSOCIATES,"MICHAEL KUHN, GEN. PARTNER",6512001.0,Operators Of Nonresidential Buildings,"7755 PARDEE LN OAKLAND, CA 94621-3040",7755,PARDEE LN,False,94621,OAKLAND,042 443001200,19.203791697650896
229,3992,CLARK FLOYD R TR,"CLARK, FLOYD R",,,"10610 BANCROFT AVE OAKLAND, CA 94603-4019",10610,BANCROFT AVE,True,94603,OAKLAND,047 556501902,22.6445577703436
230,4042,FLUTSCH VIOLETA D TR,"Flutsch, Violeta",6513001.0,Operators Of Apartment Buildings,"1842 28TH AVE C OAKLAND, CA 94601-2454",1842,28TH AVE,True,94601,OAKLAND,025 073301301,12.496350452781401
231,4066,MARSHALL TRUCKING,"Marshall, Jewel E",4212001.0,Local Trucking Without Storage,"4730 MELROSE AVE OAKLAND, CA 94601-4737",4730,MELROSE AVE,True,94601,OAKLAND,036 241603800,4.7105543077331795
232,4092,WAH MEI HING MARKET & LIQUOR,"Voong, Steve",,,"3432 INTERNATIONAL BLVD OAKLAND, CA 94601-3036",3432,INTERNATIONAL BLVD,True,94601,OAKLAND,033 212403900,4.28873039637565
233,4108,HANS CONSTRUCTION INC,"Souza, Brad",,,"303 HEGENBERGER RD STE 207 OAKLAND, CA 94621-1419",303,HEGENBERGER RD,False,94621,OAKLAND,042 442501802,3.2039080373855096
